1475 891 981 255 314 996 2546 940 1400 597 780 1175 669 2513 1486 4365 1870 13358 1038 992 1086 997 849 927 10831 1256 2530 775 1501 1503 654 483 1508 1067 1231 1200 1877 1227 760 932 960 893 2919 809 774 1220 729 1729 2746 2799 5914 9996 582 788 559 1040 3772 1907 816 1568 680 1427 1965 1005 581 342 960 2202 2175 2996 2407 
3833 905 1563 259 685 2677 6710 5115 4529 1466 2034 2440 1588 904 659 1034 1463 1130 824 955 2169 2750 1488 1784 912 3761 7352 2887 2002 5314 2084 1514 3130 2789 2533 1547 634 3682 623 619 575 2352 7757 1461 2293 812 1690 3439 3139 3079 1704 1155 1750 1009 1541 2939 8912 5112 2893 1498 1692 2813 3529 3083 1826 1049 1396 986 5780 6903 7285 
0 0 0 0 0 0 0 0 0 0 0 0 0 1609 827 3331 407 12228 214 37 0 0 0 0 9919 0 0 0 0 0 0 0 0 0 0 0 1243 0 137 313 385 0 0 0 0 408 0 0 0 0 4210 8841 0 0 0 0 0 0 0 70 0 0 0 0 0 0 0 1216 0 0 0 
